name,Team,team_id,league,league_rank,player_code,position,rtg_adj,mv_adj,ga_adj,gap90_adj,talent_score
Evan Lee,Greenville Triumph Sc,1004920,USL1,56.19,elee,Attacking Midfielder,0.1287696122965109,0.30352837184177567,0.11957178284676012,0.18855550371989094,0.1798175657426277
Ezequiel Ponce,Houston Dynamo Fc,8259,MLS,78.31,eponce,Striker,0.21633302945600932,0.8318988314535632,0.007866655616582159,0.029499958562183095,0.24170299381948682
Fabian Herbers,Club De Foot Montreal,161195,MLS,78.31,fherbers,Central Midfielder,0.39923277254154454,0.3048329051425586,0.54673256535246,0.6273657854224272,0.47829266148819516
Fabrice Ngah,Charlotte Independence,614315,USL1,56.19,fngah,Left Back,0.4231001546885358,0.2069511626193925,0.43689689886316196,0.4506936430377881,0.39090775161440805
Fabrice Picault,Inter Miami Cf,960720,MLS,78.31,fpicault,Left Winger,0.4346327228161642,0.15143312061920655,0.6076991463809718,0.7492989474794505,0.5070059544887201
Federico Bernardeschi,Toronto Fc,56453,MLS,78.31,fbernardeschi,Right Winger,0.5172326067902768,0.751265611383596,0.768965586520906,0.6902990303550843,0.6663057307245088
Federico Redondo,Inter Miami Cf,960720,MLS,78.31,fredondo,Central Midfielder,0.324499544184014,0.8535321343991642,0.25763297144306563,0.17699975137309854,0.3726828098355797
Felipe Carballo,New York Red Bulls,6514,MLS,78.31,fcarballo,Central Midfielder,0.3441661832254694,0.7827322338499247,0.7925655533706524,0.7964988811789435,0.6572590767654394
Felipe Mora,Portland Timbers,307690,MLS,78.31,fmora,Striker,0.4346327228161642,0.5998324907643895,0.2143663655518638,0.23403300459331922,0.36343948948609567
Ferrety Sousa,Forward Madison Fc,1004919,USL1,56.19,fsousa,Right Back,0.24374248041839564,0.013796744174626167,0.12417069757163551,0.14256635647113705,0.14348613941611213
Finn Sundstrom,North Carolina Fc,162185,USLC,63.7,fsundstrom,Center Back,0.21822965146343984,0,0.18323055641741648,0.2429348950253387,0.17499547523011685
Finn Surman,Portland Timbers,307690,MLS,78.31,fsurman,Center Back,0.33039953589645066,0.15143312061920655,0.40906609206227224,0.4208660754871455,0.3374795259513746
Florian Valot,Loudoun United Fc,1003205,USLC,63.7,fvalot,Left Winger,0.6958643603268176,0.3582260316475333,0.05352802771744751,0.2017594890888406,0.35163796669769365
Forrest Lasso,Tampa Bay Rowdies,197328,USLC,63.7,flasso,Center Back,0.21822965146343984,0.25528751680628814,0.6670415761712689,0.6711591167649188,0.45128244906401904
Forster Ajago,Lexington Sc,6606,MLS,78.31,fajago,Striker,0.009833319520727699,0.025566630753892015,0.14749979281091546,0.017699975137309858,0.04287327311037276
Francis Westfield,Philadelphia Union,191716,MLS,78.31,fwestfield,Left Back,0.7846988977540702,0.09046653959069482,0.5880325073395164,0.5447659014483145,0.5345392491467577
Francisco Bonfiglio,Miami Fc,721896,USLC,63.7,fbonfiglio,Striker,0.6299837108284206,0.3582260316475333,0.5599855207363739,0.5414565880649498,0.5350744001447926
Franco Escobar,Houston Dynamo Fc,8259,MLS,78.31,fescobar,Left Back,0.6725990552177745,0.23403300459331922,0.4719993369949295,0.46806600918663843,0.48340598763897363
Franco Negri,San Diego Fc,1701119,MLS,78.31,fnegri,Left Back,0.47003267309078395,0.22223302116844595,0.4385660506244553,0.4385660506244553,0.40473943147315206
Frank Daroma,El Paso Locomotive Fc,1003209,USLC,63.7,fdaroma,Central Midfielder,0.664982805874444,0.25528751680628814,0.3067567742269107,0.3582260316475333,0.41937150946323293
Frank Nodarse,Rhode Island Fc,1597140,USLC,63.7,fnodarse,Center Back,0.407636518771331,0.3582260316475333,0.4879285603475023,0.4858697900506774,0.4372828110456096
Freddy Kleemann,Sacramento Republic Fc,521004,USLC,63.7,fkleemann,Center Back,0.6608652652807943,0.5126338039094012,0.5023399524252766,0.4899873306443272,0.548250530044472
Gabriel Alves,South Georgia Tormenta Fc,727430,USL1,56.19,galves,Left Back,0.3679131779900311,0.5932599995089252,0.09197829449750777,0.15636310064576323,0.29433054239202494
Gabriel Pec,Los Angeles Galaxy,6637,MLS,78.31,gpec,Right Winger,0.4346327228161642,0.8810654290572018,0.7355323001504318,0.7001323498758121,0.6637490676491197
Gabriel Pirani,D C United,6602,MLS,78.31,gpirani,Attacking Midfielder,0.16126644013993424,0.5998324907643895,0.2930329217176854,0.2694329548679389,0.3077829009987769
Gabriel Torres,El Paso Locomotive Fc,1003209,USLC,63.7,gtorres,Left Winger,0.6752766573585686,0.25528751680628814,0.5476328989554246,0.5270451959871755,0.5212806391560658
Gael Gibert,Lexington Sc,1430405,USLC,63.7,ggibert,Center Back,0.23881735443168886,0.0988209742475954,0.42616545144275514,0.42616545144275514,0.3044921269004033
Garven-Michee Metusala,Colorado Springs Switchbacks Fc,614321,USLC,63.7,gmetusala,Center Back,0.2594050573999379,0.15646654255869272,0.0494104871237977,0.13793760988726858,0.16037820612266002
Gedion Zelalem,New Mexico United,1003208,USLC,63.7,gzelalem,Defensive Midfielder,0.343814639569759,0.3582260316475333,0.44263561381735445,0.44263561381735445,0.3961074051091116
Gennaro Nigro,Las Vegas Lights Fc,915809,USLC,63.7,gnigro,Left Back,0.6382187920157203,0.3582260316475333,0.2038182593856655,0.29028661185231147,0.39096047936704925
George Campbell,Club De Foot Montreal,161195,MLS,78.31,gcampbell,Center Back,0.7630655948084694,0.3520328388420516,0.6588324078887557,0.6411324327514459,0.623432457614136
Georgi Minoungou,Seattle Sounders Fc,130394,MLS,78.31,gminoungou,Right Winger,0.20256638212699057,0.23403300459331922,0.34613284712961495,0.26549962705964786,0.25645297310057835
Gilberto Flores,Fc Cincinnati,722265,MLS,78.31,gflores,Center Back,0.3933327808291079,0.40119943644569006,0.2438663241140469,0.23599966849746476,0.3178128869099192
Giordano Colli,Fc Tulsa,614325,USLC,63.7,gcolli,Central Midfielder,0.5126338039094012,0.6258661702347709,0.1914656376047161,0.27999276036818693,0.40125433085117385
Gonzalo Lujan,Inter Miami Cf,960720,MLS,78.31,glujan,Center Back,0.4562660257617651,0.5073992872695492,0.0943998673989859,0.16716643185237084,0.30738956821794783
Grant Robinson,Monterey Bay Fc,915808,USLC,63.7,grobinson,Left Back,0.601160926672872,0.15646654255869272,0.32322693660151,0.2985216930396111,0.3658434817457855
Grant Stoneman,Rhode Island Fc,1597140,USLC,63.7,gstoneman,Center Back,0.23881735443168886,0.5126338039094012,0.1873480970110663,0.23058227324438926,0.28081626848691693
Grayson Doody,Orange County Sc,267813,USLC,63.7,gdoody,Right Back,0.6855705088426931,0.0988209742475954,0.364402342538008,0.3561672613507084,0.4051659944151411
Greg Hurst,New Mexico United,1003208,USLC,63.7,ghurst,Striker,0.664982805874444,0.6258661702347709,0.150290231668218,0.13176129899679387,0.39425451184196914
Griffin Dorsey,Houston Dynamo Fc,8259,MLS,78.31,gdorsey,Right Back,0.21633302945600932,0.23403300459331922,0.3185995524715774,0.3854661252125257,0.2910662578135398
Guilherme Biro,Austin Fc,1218886,MLS,78.31,gbiro,Left Back,0.5722991961063519,0.3048329051425586,0.6765323830260656,0.6076991463809718,0.5502725603799219
Guilherme Franca,Richmond Kickers,267811,USL1,56.19,gfranca,Center Back,0.331121860191028,0.082780465047757,0.04598914724875389,0.082780465047757,0.1499246200309377
Hamady Diop,San Diego Fc,1701119,MLS,78.31,hdiop,Center Back,0.1396331371943333,0.06686657274094834,0.5565658848731877,0.7610989309043238,0.3949061119524243
Handwalla Bwana,South Georgia Tormenta Fc,727430,USL1,56.19,hbwana,Left Winger,0.06898372087313083,0.30352837184177567,0.09657720922238318,0.01839565889950156,0.10623493014462149
Hannes Wolf,New York City Fc,546238,MLS,78.31,hwolf,Right Winger,0.6057324824768262,0.7099656693965397,0.25763297144306563,0.33629952760888726,0.4761293311936351
Hany Mukhtar,Nashville Sc,915807,MLS,78.31,hmukhtar,Attacking Midfielder,0.7630655948084694,0.8318988314535632,0.7787989060416337,0.6922656942592299,0.7587389342193491
Harrison Robledo,Av Alta Fc,1701876,USL1,56.19,hrobledo,Central Midfielder,0.45529255776266353,0.30352837184177567,0.2161489920691433,0.19315441844476636,0.29846956564441274
Harvey Neville,Phoenix Rising Fc,424268,USLC,63.7,hneville,Right Midfielder,0.02058770296824904,0.25528751680628814,0.09470343365394558,0.05352802771744751,0.09223290929775571
Harvey St Clair,Fc Tulsa,614325,USLC,63.7,hclair,Right Back,0.4776347088633777,0.25528751680628814,0.2532287465094632,0.3026392336332609,0.3357854354121419
Hayden Anderson,Richmond Kickers,267811,USL1,56.19,handerson,Right Winger,0.082780465047757,0.082780465047757,0.14716527119601247,0.07818155032288161,0.09427775185994548
Henry Kessler,St Louis City Sc,1427963,MLS,78.31,hkessler,Center Back,0.5644325404897699,0.5998324907643895,0.6312991132307182,0.619499129805845,0.601405821887706
Herbert Endeley,Colorado Springs Switchbacks Fc,614321,USLC,63.7,hendeley,Right Midfielder,0.18117178612059157,0.25528751680628814,0.4817522494570276,0.4796934791602027,0.34566753283690144
Hirving Lozano,San Diego Fc,1701119,MLS,78.31,hlozano,Left Winger,0.8672987817281829,0.8810654290572018,0.8318988314535632,0.841732150974291,0.8553021319128951
Hope Kodzo Avayevu,Phoenix Rising Fc,424268,USLC,63.7,havayevu,Attacking Midfielder,0.710275752404592,0.15646654255869272,0.6855705088426931,0.6732178870617437,0.5834555021201778
Hosei Kijima,D C United,6602,MLS,78.31,hkijima,Attacking Midfielder,0.20256638212699057,0.09833319520727697,0.14159980109847886,0.20846637383942718,0.17129642605107648
Hugo Cuypers,Chicago Fire Fc,6397,MLS,78.31,hcuypers,Striker,0.8692654456323284,0.875165437344765,0.8790987651530562,0.8810654290572018,0.8759521029064233
Hugo Fauroux,Loudoun United Fc,1003205,USLC,63.7,hfauroux,Keeper,0.5455741286585996,0.25528751680628814,0.6999819009204674,0.6691003464680939,0.5554562260833591
Hugo Lloris,Los Angeles Fc,867280,MLS,78.31,hlloris,Keeper,0.23599966849746476,0.3048329051425586,0.011799983424873237,0.05703325322022064,0.151236454228792
Hunter Sulte,Indy Eleven,514649,USLC,63.7,hsulte,Keeper,0.004117540593649808,0.15646654255869272,0,0,0.03252857068983349
Ian Cerro,Fc Naples,1701877,USL1,56.19,icerro,Central Midfielder,0.19775333316964175,0.013796744174626167,0.082780465047757,0.05978589142338006,0.09657720922238318
Ian Fray,Inter Miami Cf,960720,MLS,78.31,ifray,Right Back,0.39923277254154454,0.15143312061920655,0.39136611692496237,0.3834994613083802,0.3433795176638112
Ian Harkes,San Jose Earthquakes,6603,MLS,78.31,iharkes,Central Midfielder,0.33039953589645066,0.23403300459331922,0.10423318691971359,0.1789664152772441,0.22046302365471498
Ian Murphy,Colorado Rapids,8314,MLS,78.31,imurphy,Center Back,0.26156629925135677,0.5073992872695492,0.5545992209690421,0.5840991795312253,0.46609934528249286
Ian Smith,Portland Timbers,307690,MLS,78.31,ismith,Center Back,0.05703325322022064,0.09046653959069482,0.49756596774882145,0.5585325487773332,0.3022762420671694
Idan Toklomati,Charlotte Fc,1323940,MLS,78.31,itoklomati,Striker,0.1297998176736056,0.5998324907643895,0.751265611383596,0.8633654539198918,0.5681692019076463
Ignatius Ganago,New England Revolution,6580,MLS,78.31,iganago,Left Winger,0.42283273939129096,0.4719993369949295,0.645065760559737,0.597865826860244,0.5296225893863937
Ihsan Sacko,Phoenix Rising Fc,424268,USLC,63.7,isacko,Right Winger,0.3602848019443582,0.6258661702347709,0.47557593856655284,0.471458397972903,0.4698113817354431
Ilie Sanchez,Austin Fc,1218886,MLS,78.31,isanchez,Central Midfielder,0.3775994695959436,0.15143312061920655,0.0648999088368028,0.09636653130313143,0.18545640616092438
Ilya Alekseev,Oakland Roots Sc,1130413,USLC,63.7,ialekseev,Right Wing-Back,0.04117540593649808,0.03705786534284828,0.10705605543489502,0.022646473265073946,0.04796934791602027
Indiana Vassilev,Philadelphia Union,191716,MLS,78.31,ivassilev,Right Winger,0.4346327228161642,0.5073992872695492,0.039333278082910796,0.04326660589120187,0.2527163116827018
Isaiah Parente,Los Angeles Galaxy,6637,MLS,78.31,iparente,Defensive Midfielder,0.1297998176736056,0.035399950274619715,0.324499544184014,0.33039953589645066,0.2100397049627436
Ismaila Jome,Spokane Velocity Fc,1584038,USL1,56.19,ijome,Left Back,0.23454465096864482,0.2069511626193925,0.30812728656665106,0.31272620129152645,0.2671969455152601
Ivan Angulo,Orlando City Sc,267810,MLS,78.31,iangulo,Left Winger,0.5840991795312253,0.751265611383596,0.6686657274094834,0.6116324741892627,0.6427057638747623
J.C. Ngando,Vancouver Whitecaps Fc,307691,MLS,78.31,jngando,Central Midfielder,0.5840991795312253,0.09046653959069482,0.7650322587126148,0.8082988646038167,0.5888191729011745
JJ Williams,Rhode Island Fc,1597140,USLC,63.7,jwilliams,Striker,0.621748629641121,0.6258661702347709,0.6896880494363429,0.7020406712172923,0.6602476341917467
Jacen Russell-Rowe,Columbus Crew Sc,6001,MLS,78.31,jrussellrowe,Striker,0.5506658931607511,0.7099656693965397,0.025566630753892015,0.0747332283575305,0.33472619648557084
Jack Blake,Indy Eleven,514649,USLC,63.7,jblake,Attacking Midfielder,0.5023399524252766,0.5126338039094012,0.6032196969696969,0.5682206019236735,0.5443388664805047
Jack Denton,Spokane Velocity Fc,1584038,USL1,56.19,jdenton,Central Midfielder,0.4231001546885358,0.082780465047757,0.2621381393178972,0.2115500773442679,0.2593787904829719
Jack Elliott,Chicago Fire Fc,6397,MLS,78.31,jelliott,Center Back,0.2143663655518638,0.5998324907643895,0.8299321675494177,0.7807655699457792,0.5844925123120543
Jack Gurr,Sacramento Republic Fc,521004,USLC,63.7,jgurr,Right Wing-Back,0.687629279139518,0.6258661702347709,0.5393978177681249,0.5208688850967007,0.5956022468714448
Jack Maher,Nashville Sc,915807,MLS,78.31,jmaher,Center Back,0.35006617493790604,0.5073992872695492,0.049166597603638486,0.16126644013993424,0.2647129614979896
Jack McGlynn,Houston Dynamo Fc,8259,MLS,78.31,jmcglynn,Central Midfielder,0.794532217274798,0.7827322338499247,0.648999088368028,0.5880325073395164,0.7011156818278849
Jack Singer,Las Vegas Lights Fc,915809,USLC,63.7,jsinger,Center Back,0.10499728513807012,0.022646473265073946,0.29028661185231147,0.22234719205708967,0.16078996018202502
Jackson Kasanzu,South Georgia Tormenta Fc,727430,USL1,56.19,jkasanzu,Center Back,0.05518697669850467,0.082780465047757,0.027593488349252335,0.027593488349252335,0.04690893019372897
Jackson Ragen,Seattle Sounders Fc,130394,MLS,78.31,jragen,Center Back,0.28123293829281215,0.670632391313629,0.7866655616582158,0.8220655119328355,0.6224491256620632
Jackson Walti,Pittsburgh Riverhounds Sc,267816,USLC,63.7,jwalti,Central Midfielder,0.343814639569759,0.3582260316475333,0.13382006929361878,0.2449936653221636,0.2750517116558072
Jacob Bartlett,Sporting Kansas City,6604,MLS,78.31,jbartlett,Central Midfielder,0.21633302945600932,0.06686657274094834,0.29106625781353984,0.3048329051425586,0.227936346490468
Jacob Davis,Sporting Kansas City,6604,MLS,78.31,jdavis,Right Back,0.4621660174742018,0.5073992872695492,0.46609934528249286,0.4641326813783473,0.47258933616617316
Jacob Erlandson,Loudoun United Fc,1003205,USLC,63.7,jerlandson,Center Back,0.6938055900299928,0.15646654255869272,0.36851988313165784,0.3829312752094322,0.4280183447098976
Jacob Murrell,D C United,6602,MLS,78.31,jmurrell,Striker,0.05113326150778403,0.06096658102851173,0.15733311233164318,0.11406650644044128,0.09321986905649857
Jacob Shaffelburg,Nashville Sc,915807,MLS,78.31,jshaffelburg,Left Winger,0.21633302945600932,0.8004322089872346,0.6037658185726806,0.6942323581633755,0.5540092217977985
Jaden Servania,North Carolina Fc,162185,USLC,63.7,jservania,Left Wing-Back,0.2491112059158134,0.15646654255869272,0.08852712276347088,0.18117178612059157,0.1780836306753542
Jader Obrian,Austin Fc,1218886,MLS,78.31,jobrian,Right Winger,0.09833319520727697,0.5073992872695492,0.15339978452335207,0.06293324493265727,0.1805397464005605
Jahkeele Marshall-Rutty,Charlotte Fc,1323940,MLS,78.31,jmarshallrutty,Right Wing-Back,0.09636653130313143,0.4031661003498356,0.3775994695959436,0.35006617493790604,0.2900829258614671
Jahmali Waite,El Paso Locomotive Fc,1003209,USLC,63.7,jwaite,Keeper,0.2594050573999379,0.3582260316475333,0.004117540593649808,0.004117540593649808,0.15152549384631295
Jake Dengler,Fc Naples,1701877,USL1,56.19,jdengler,Center Back,0.542671937535296,0.4828860461119158,0.48748496083679127,0.44609472831291275,0.490704201144204
Jake LaCava,San Antonio Fc,722269,USLC,63.7,jlacava,Left Winger,0.3973426672872065,0.3582260316475333,0.6752766573585686,0.6752766573585686,0.5284863351949529
Jake McGuire,North Carolina Fc,162185,USLC,63.7,jmcguire,Keeper,0.23469981383803906,0.3582260316475333,0.3561672613507084,0.407636518771331,0.33557955838245934
Jake Rufe,Birmingham Legion Fc,1003207,USLC,63.7,jrufe,Central Midfielder,0.407636518771331,0.25528751680628814,0.3891075860999069,0.42410668114593025,0.3784019805564174
Jakob Glesnes,Philadelphia Union,191716,MLS,78.31,jglesnes,Center Back,0.6883323664509388,0.7099656693965397,0.0943998673989859,0.20649970993528163,0.42932273027497125
Jamar Ricketts,San Jose Earthquakes,6603,MLS,78.31,jricketts,Left Back,0.3087662329508497,0.0019666639041455397,0.4188994115829999,0.4031661003498356,0.2977529150876347
James Murphy,Indy Eleven,514649,USLC,63.7,jmurphy,Defensive Midfielder,0.5291039662840004,0.3582260316475333,0.5641030613300237,0.5352802771744751,0.5037810916330541
James Musa,Indy Eleven,514649,USLC,63.7,jmusa,Center Back,0.27175767918088733,0.0988209742475954,0.5208688850967007,0.5023399524252766,0.3561672613507084
James Pantemis,Portland Timbers,307690,MLS,78.31,jpantemis,Keeper,0.8515654704950186,0.09833319520727697,0.8613987900157464,0.8790987651530562,0.7111456677390271
James Vaughan,Richmond Kickers,267811,USL1,56.19,jvaughan,Central Midfielder,0.1701598448203894,0.082780465047757,0.05518697669850467,0.05518697669850467,0.09519753480492056
Jamison Ping,Phoenix Rising Fc,424268,USLC,63.7,jping,Central Midfielder,0.10499728513807012,0,0.26764013858723756,0.07823327127934636,0.10849719464267246
Jannes-Kilian Horn,St Louis City Sc,1427963,MLS,78.31,jhorn,Left Back,0.4621660174742018,0.4031661003498356,0.5034659594612582,0.5073992872695492,0.47219600338534407
Jansen Miller,Sporting Kansas City,6604,MLS,78.31,jmiller,Center Back,0.16716643185237084,0,0.54673256535246,0.521165934598568,0.31584622300577364
Jansen Wilson,Louisville City Fc,614316,USLC,63.7,jwilson,Right Winger,0.32528570689833486,0.5126338039094012,0.3891075860999069,0.4055777484745061,0.3996073146137139
Jared Stroud,D C United,6602,MLS,78.31,jstroud,Right Winger,0.08849987568654927,0.5998324907643895,0.17503308746895302,0.19076639870211734,0.2387529979632685
Jason Bouregy,Pittsburgh Riverhounds Sc,267816,USLC,63.7,jbouregy,Left Winger,0.03705786534284828,0.022646473265073946,0.2470524356189885,0.12970252869996896,0.10396789998965766
Javier Gil,Spokane Velocity Fc,1584038,USL1,56.19,jgil,Right Back,0.2897316276671495,0.30352837184177567,0.2621381393178972,0.23914356569352024,0.27179586024013547
Jay Chapman,Detroit City Fc,540855,USLC,63.7,jchapman,Defensive Midfielder,0.6793941979522183,0.3582260316475333,0.4344005326300548,0.44057684352052945,0.49451662529734197
Jayden Nelson,Vancouver Whitecaps Fc,307691,MLS,78.31,jnelson,Left Winger,0.6548990800804646,0.5073992872695492,0.7355323001504318,0.8299321675494177,0.6940356917729609
Jayden Onen,Fc Naples,1701877,USL1,56.19,jonen,Left Winger,0.331121860191028,0.2069511626193925,0.1701598448203894,0.22534682151889404,0.24236280600093296
Jaylin Lindsey,New Mexico United,1003208,USLC,63.7,jlindsey,Left Back,0.4549882355983038,0.7205696038887164,0.34587340986658394,0.37675496431895744,0.46281156272623847
Jearl Margaritha,Phoenix Rising Fc,424268,USLC,63.7,jmargaritha,Right Winger,0.6155723187506463,0.7082169821077671,0.23675858413486398,0.1997007187920157,0.43357702451132485
Jeciel Cedeno,Detroit City Fc,540855,USLC,63.7,jcedeno,Attacking Midfielder,0.3808725049126072,0.25528751680628814,0.03705786534284828,0.09058589306029578,0.19990659582169817
Jefferson Diaz,Minnesota United Fc,207242,MLS,78.31,jdiaz,Center Back,0.5172326067902768,0.22223302116844595,0.14749979281091546,0.18683307089382625,0.2851662661011032
Jeisson Palacios,Nashville Sc,915807,MLS,78.31,jpalacios,Center Back,0.7571656030960328,0.13766647329018777,0.3126995607591408,0.28516626610110324,0.40277276756900654
Jeppe Tverskov,San Diego Fc,1701119,MLS,78.31,jtverskov,Central Midfielder,0.8771321012489106,0.18289974308553517,0.30089957733426753,0.3736661417876525,0.4719993369949295
Jeremy Ebobisse,Los Angeles Fc,867280,MLS,78.31,jebobisse,Striker,0.3087662329508497,0.5073992872695492,0.10816651472800466,0.027533294658037555,0.22400301868217695
Jerry Desdunes,Av Alta Fc,1701876,USL1,56.19,jdesdunes,Left Winger,0.38170992216465727,0,0.5380730228104205,0.579463255334299,0.395966557811771
Jesus Ferreira,Seattle Sounders Fc,130394,MLS,78.31,jferreira,Attacking Midfielder,0.36383282226692476,0.8004322089872346,0.017699975137309858,0.031466622466328635,0.28221627024488494
Jimer Fory,Portland Timbers,307690,MLS,78.31,jfory,Left Back,0.7040656776841032,0.4031661003498356,0.20649970993528163,0.24779965192233797,0.4074927609389558
Jimmie Villalobos,Av Alta Fc,1701876,USL1,56.19,jvillalobos,Central Midfielder,0.5610675964347974,0.4828860461119158,0.34491860436565414,0.3587153485402803,0.4414958135880373
Jimmy Medranda,San Antonio Fc,722269,USLC,63.7,jmedranda,Left Back,0.601160926672872,0.6258661702347709,0.5908670751887475,0.5538092098458992,0.589837690040335
Joao Klauss,St Louis City Sc,1427963,MLS,78.31,jklauss,Striker,0.16126644013993424,0.6647323996011923,0.17503308746895302,0.20453304603113612,0.2776929432653502
Joao Ortiz,Portland Timbers,307690,MLS,78.31,jortiz,Central Midfielder,0.05506658931607511,0.4719993369949295,0.06096658102851173,0.03736661417876525,0.13432314465314035
Joaquin Fernández,Sporting Kansas City,6604,MLS,78.31,jfernandez,Center Back,0.149466456715061,0.3520328388420516,0.47986599261151164,0.49363263994053047,0.3593094952873901
Joaquin Pereyra,Minnesota United Fc,207242,MLS,78.31,jpereyra,Left Midfielder,0.8004322089872346,0.5998324907643895,0.7866655616582158,0.7453656196711596,0.7410389590820393
Joe Gallardo,Union Omaha,1121685,USL1,56.19,jgallardo,Attacking Midfielder,0.1287696122965109,0.4828860461119158,0.07358263559800624,0.06898372087313083,0.1706197362928769
Joe Hafferty,Lexington Sc,1430405,USLC,63.7,jhafferty,Center Back,0.407636518771331,0.15646654255869272,0.45292946530147893,0.45292946530147893,0.3800489967938773
Joe Willis,Nashville Sc,915807,MLS,78.31,jwillis,Keeper,0.5349325819275867,0.035399950274619715,0.5034659594612582,0.47789932870736607,0.41162275513766144
Joel Garcia,Texoma Fc,915808,USLC,63.7,jgarcia,Right Back,0.16881916433964214,0.012352621780949424,0.150290231668218,0.26764013858723756,0.1634663615678974
Joel Garcia,Texoma Fc,915808,USLC,63.7,jgarcia,Right Back,0.16881916433964214,0.012352621780949424,0.710275752404592,0.7246871444823663,0.41257756748371077
Joel Waterman,Club De Foot Montreal,161195,MLS,78.31,jwaterman,Center Back,0.5231325985027135,0.5998324907643895,0.5919658351478073,0.5624658765856243,0.5640392077089408
Joey Akpunonu,Charleston Battery,162183,USLC,63.7,jakpunonu,Center Back,0.6793941979522183,0.0988209742475954,0.29646292274278624,0.28411030096183676,0.36810812907229284
Johan Penaranda,Fc Tulsa,614325,USLC,63.7,jpenaranda,Keeper,0.6382187920157203,0.15646654255869272,0.5311627365808252,0.5188101147998758,0.48463452787258243
John McCarthy,Los Angeles Galaxy,6637,MLS,78.31,jmccarthy,Keeper,0.007866655616582159,0.18289974308553517,0,0,0.03893994530208168
John Murphy,Forward Madison Fc,1004919,USL1,56.19,jmurphy1,Central Midfielder,0.04598914724875389,0.30352837184177567,0.33572077491590335,0.31732511601640184,0.23684410833108252
John Nelson,Los Angeles Galaxy,6637,MLS,78.31,jnelson1,Left Back,0.017699975137309858,0.23403300459331922,0.14159980109847886,0.1691330957565164,0.13117648240650748
John Pulskamp,Sporting Kansas City,6604,MLS,78.31,jpulskamp,Keeper,0.3087662329508497,0.09833319520727697,0.009833319520727699,0.05899991712436619,0.13196314796816572
John Scearce,Phoenix Rising Fc,424268,USLC,63.7,jscearce,Defensive Midfielder,0.4899873306443272,0.25528751680628814,0.45292946530147893,0.45292946530147893,0.42451843520529525
Johnny Klein,Charleston Battery,162183,USLC,63.7,jklein,Right Winger,0.11940867721584443,0.5126338039094012,0.5085162633157513,0.5620442910331988,0.40866590391974345
Johnny Rodriguez,Las Vegas Lights Fc,915809,USLC,63.7,jrodriguez,Striker,0.3808725049126072,0.5126338039094012,0.2532287465094632,0.32116816630468503,0.3637847114489605
Jojea Kwizera,Rhode Island Fc,1597140,USLC,63.7,jkwizera,Left Wing-Back,0.387048815803082,0.5126338039094012,0.09470343365394558,0.14617269107456818,0.2814338995759644
Jon Bakero,Charlotte Independence,614315,USL1,56.19,jbakero,Striker,0.2115500773442679,0.4828860461119158,0.5334741080855452,0.6116556584084267,0.45023375156530054
Jon Bell,Seattle Sounders Fc,130394,MLS,78.31,jbell,Center Back,0.16716643185237084,0.06686657274094834,0.5113326150778403,0.5349325819275867,0.326269541697745
Jon Gallagher,Austin Fc,1218886,MLS,78.31,jgallagher,Right Back,0.35006617493790604,0.5998324907643895,0.49756596774882145,0.48183265651565715,0.4690493411387111
Jonas Fjeldberg,Colorado Springs Switchbacks Fc,614321,USLC,63.7,jfjeldberg,Left Winger,0.13999638018409347,0.25528751680628814,0.6670415761712689,0.7123345227014168,0.4401650894611645
Jonathan Bamba,Chicago Fire Fc,6397,MLS,78.31,jbamba,Left Winger,0.6824323747385023,0.7099656693965397,0.7060323415882487,0.6548990800804646,0.6843990386426477
Jonathan Bolanos,Westchester Sc,1706430,USL1,56.19,jbolanos,Right Midfielder,0.46908930193728965,0.30352837184177567,0.24834139514327103,0.2897316276671495,0.3380202322783411
Jonathan Dean,Chicago Fire Fc,6397,MLS,78.31,jdean,Right Back,0.12389982596116898,0.13766647329018777,0.19666639041455394,0.16519976794822533,0.15359645091376664
Jonathan Jimenez,Hartford Athletic,1003206,USLC,63.7,jjimenez,Left Winger,0.012352621780949424,0.0988209742475954,0.17499547523011685,0.06793941979522183,0.07885090236839383
Jonathan Nyandjo,South Georgia Tormenta Fc,727430,USL1,56.19,jnyandjo,Left Winger,0.49668279028654205,0,0.07358263559800624,0.04598914724875389,0.17751810838019003
Jonathan Osorio,Toronto Fc,56453,MLS,78.31,josorio,Attacking Midfielder,0.6214657937099904,0.5073992872695492,0.10029985911142252,0.1396331371943333,0.3498695085474915
Jonathan Ricketts,Miami Fc,721896,USLC,63.7,jricketts1,Center Back,0.3026392336332609,0.25528751680628814,0.3891075860999069,0.41587159995863066,0.3444322706588065
Jonathan Shore,New York City Fc,546238,MLS,78.31,jshore,Defensive Midfielder,0.3775994695959436,0.003933327808291079,0.06883323664509389,0.11013317863215022,0.16087310735910512
Jonathan Sirois,Club De Foot Montreal,161195,MLS,78.31,jsirois,Keeper,0.3087662329508497,0.3048329051425586,0.8594321261116008,0.8535321343991642,0.5815425164558361
Joran Gerbet,Orlando City Sc,267810,MLS,78.31,jgerbet,Central Midfielder,0.6470324244638825,0.035399950274619715,0.6548990800804646,0.6824323747385023,0.5368992458317323
Jordan Adebayo-Smith,Detroit City Fc,540855,USLC,63.7,jadebayosmith,Striker,0.03088155445237356,0.25528751680628814,0.06793941979522183,0.006176310890474712,0.07576274692315649
